Date,Hash/Parent Hash,Amount,Receiver,"Fee, Gwei"
11/26/2021 18:30,0x7f27f10b5d63389f0e908b430aef1bca9d512c93c8aa1940ce301858d5fd47e3,1282500000,bit24,2856000
11/26/2021 16:30,0x15737cb340ca96379dc7845b33fdb1f19a039923ac3e7f0740ec7f98d4d487bf,1392200000,bit24,2961000
11/26/2021 12:30,0x2909405b0e15022ab297cc0fa1abb575419c3a762346165e399cd7422c5a3a1c,1395200000,bit24,3150000
11/26/2021 11:18,0x3b3c88d02d287ef13f81c9c282ee87f4b34698a897a6b70c527096b019362614,1221700000,bit24,2814000
11/25/2021 15:01,0x8439b38a12c68bf9c8d97fe0ba2f0e17ec25889bd9db0e1873b9dab0af5637f3,1157800000,bit24,3570000
11/24/2021 19:17,0xdc61cf6b89fe3385ab76b99a25ff9f40bf851671367c95ae57db09861e5f77ad,1254100000,bit24,3969000
11/24/2021 15:15,0x5ee0ca2c1246ed13bf25d530707d1a2389da53a0d0878168cf1d9c962af177de,3826900000,bit24,3675000
11/23/2021 12:46,0xe37383607d8a7323f5c43e12ef35782934683ac924be1c29e5f13cb6dcc3be53,1188600000,bit24,2331000
11/23/2021 1:15,0xfe3360979d026f45173c0721bca7675aada61aa9e84f2777ed4cab4e931b1f3e,1221000000,bit24,3339000
11/22/2021 16:31,0x952a4f56e53c691f0efc65faa651a643c288ebe187b670e602f5bad5ace83846,1208900000,bit24,2688000
11/22/2021 12:01,0x668ae0acfbdadf6312842cefb3e159337233e3c761bfa8a4407d12b52b248740,1154300000,bit24,3087000
11/22/2021 7:31,0x205df804bbed9dc8b7c087c60c3902b34930584be8dffaf98b5e93e050518aa3,1140800000,bit24,2877000
11/21/2021 16:01,0x252d83109e104380add69f0cab8620a8af2b181b2a4fa58523c87f1948a54a1a,1145100000,bit24,2982000
11/19/2021 19:00,0x36d826b87e0944906b81f8eaf23a6ad6209c1888ea56253534c66e9a711369c3,3036400000,bit24,2709000
11/19/2021 16:15,0x66d647a78b886fbd47b9df37c57145869da8f9f01c6ce704cd7360686423b966,2530500000,bit24,3843000
11/19/2021 14:45,0x8b3f7b0d7679c234ad4f60df39e7ab0771e3db6366fcc0ecd1550c39f8bee77e,1409100000,bit24,3276000
11/19/2021 9:45,0x57b2b93c729c3d8b4d0656477a83a4ff4fcc526278a4743589c8485bcfc47d14,1237900000,bit24,2394000
11/19/2021 3:45,0x87a3b4ebedd0bce2bc7051d22c7ed400aac011afb45424a234f24216d33b3c6a,1230500000,bit24,2919000
11/18/2021 13:30,0x4051bd3c0305a761bf1100018d2015edd46f5b9593644acbf7baf0dda27811c8,1309900000,bit24,3675000
11/18/2021 4:30,0x799d4483feb999db257f9d6e0922f4f22dc4c40a489a7cb52e283252ed714b8e,1152300000,bit24,2877000
11/17/2021 13:45,0x2f9b0a4484997c8129db9ee331a1a231a4a95fe979db57959a2627a2eb613732,1250600000,bit24,2751000
11/17/2021 6:00,0x50d8f17c7f73f9ae5bae5ef57a4399c2b700d490ae9b5e04b749853f18453aa3,1226900000,bit24,3843000
11/17/2021 2:15,0x1db5759e8d9b07ac6a45d235cbaeeb0bb7b86c154ddf7d31ff9765238f37a58f,1179200000,bit24,3171000
11/16/2021 18:00,0xf0e808947c8b432599f53b4d93a9083a0d5e0a16191e18f9ba1efeccd55f050e,1110300000,bit24,3045000
11/16/2021 12:30,0xba6b1ed444e6d1c034c6643835c804a2281e22d23010082d32f652ee238edb41,2147300000,bit24,2709000
11/16/2021 12:15,0x510bbaddfde863091b627985f5576304b91b206a79fb24a36f3d64029f3d35d3,9791000000,bit24,2856000
11/16/2021 7:30,0xb75ad6f3982a28ba8ac7cf4ca6f10bbcbf9d22c786086e611d4d10e9b3cddf74,1170500000,bit24,2898000
11/15/2021 12:45,0x251f16fff8d35da6436a4228ad5ea8947841a7dbb289a043a5f15bb490daf10d,1776600000,bit24,3234000
11/15/2021 12:15,0x92f07a263d63ed6a4c6c355f0b71863f5deab20b61b4289da38fa352baa8577b,8118900000,bit24,3591000
11/14/2021 17:45,0x02fad31850031f5e998e2d8bfe0aa3c6060b3903beae770119506ff6b970a5b8,1145500000,bit24,2751000
11/14/2021 12:15,0x83a0f055e29b7a9a29cd15e82c553f57955d1c50207a6917fd5f528e62c4fa4e,1100800000,bit24,2541000
11/14/2021 9:30,0xdece5276823f88b5291ad435a9d1abbe155b6bb4dfa4ae96b88f115c0fe31e7f,1484300000,bit24,2268000
11/14/2021 7:29,0x041dbf8d8bbda82b19bd257efab2c4f77e7dc1e666c33db1ff288ae0fe1ff800,1094300000,bit24,2268000
